Species	Ks
LMA_LMB	0.0629921
LMA_LMB	0.655229
LMA_LMB	0.104203
LMA_LMB	0.132568
LMA_LMB	0.201493
LMA_LMB	0.184676
LMA_LMB	0.0710855
LMA_LMB	0.132463
LMA_LMB	0.324022
LMA_LMB	0.459076
LMA_LMB	0.235482
LMA_LMB	0.181132
LMA_LMB	0.629024
LMA_LMB	0.296875
LMA_LMB	0.0906178
LMA_LMB	0.00136612
LMA_LMB	0.163218
LMA_LMB	0.389027
LMA_LMB	0.129412
LMA_LMB	0.110197
LMA_LMB	0.241855
LMA_LMB	0.130288
LMA_LMB	0.646578
LMA_LMB	0.206485
LMA_LMB	0.170134
LMA_LMB	0.251641
LMA_LMB	0.465658
LMA_LMB	0.168317
LMA_LMB	0.261312
LMA_LMB	0.371781
LMA_LMB	0.421625
LMA_LMB	0.402854
LMA_LMB	0.125984
LMA_LMB	0.473153
LMA_LMB	0.384615
LMA_LMB	0.247173
LMA_LMB	0.181575
LMA_LMB	0.0831987
LMA_LMB	0.0406431
LMA_LMB	0.481789
LMA_LMB	0.324092
LMA_LMB	0.232535
LMA_LMB	0
LMA_LMB	0.226293
LMA_LMB	0.12305
LMA_LMB	0.0874317
LMA_LMB	0.288754
LMA_LMB	0.000977995
LMA_LMB	0.085034
LMA_LMB	0.223827
LMA_LMB	0.204473
LMA_LMB	0.082205
LMA_LMB	0.24564
LMA_LMB	0.297872
LMA_LMB	0.435281
LMA_LMB	0.071964
LMA_LMB	0.059293
LMA_LMB	0.492522
LMA_LMB	0.62963
LMA_LMB	0.115702
LMA_LMB	0.380776
LMA_LMB	0.407616
LMA_LMB	0.0508021
LMA_LMB	0.577167
LMA_LMB	0.290881
LMA_LMB	0.0975
LMA_LMB	0.104725
LMA_LMB	0.324841
LMA_LMB	0.0488323
LMA_LMB	0.13278
LMA_LMB	0.217009
LMA_LMB	0.103793
LMA_LMB	0.265353
LMA_LMB	0.145902
LMA_LMB	0.0824313
LMA_LMB	0.334239
LMA_LMB	0.0222513
LMA_LMB	0.125795
LMA_LMB	0.113895
LMA_LMB	0.204545
LMA_LMB	0.1375
LMA_LMB	0.167252
LMA_LMB	0.366412
LMA_LMB	0.271122
LMA_LMB	0.221612
LMA_LMB	0.0952381
LMA_LMB	0.230539
LMA_LMB	0.286911
LMA_LMB	0.292259
LMA_LMB	0.656947
LMA_LMB	0.309375
LMA_LMB	0.502227
LMA_LMB	0.0677439
LMA_LMB	0.188452
